ID,full_model,slim_model,Title,Accession,Dataset,Genome assembly,Technical replicates,Biological replicates,File Format,File type,File format type,File size,Assay term name,Biosample name,Organ,Simple biosample summary,Batch,Target label,Download URL,Derived from,Genome annotation,Library,Paired end identifier,Paired with,Preferred Default,Run type,Read length,Mapped read length (nt),Cropped read length (nt),Cropped read length tolerance (nt),Mapped run type for bam files,Read length units,Output category,Output type,Index of,QC Metric,Lab,Project,Analysis step run,Date created,Analysis step version,Restricted file,Submitter comment,Status,,,,,,,,,,
/files/ENCFF980AHZ/,x,,ENCFF980AHZ,ENCFF980AHZ,/experiments/ENCSR822CCM/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,4595430271,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS906KIP/,/biosamples/ENCBS320BUL/",ARID1B,/files/ENCFF980AHZ/@@download/ENCFF980AHZ.bigWig,"/files/ENCFF822ODT/,/files/ENCFF278LNU/,/files/ENCFF936FZX/,/files/ENCFF554APQ/,/files/ENCFF735JLB/,/files/ENCFF667NSC/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/5f0b2411-1d16-4d91-9325-c3c9ed0f339f/,2020-12-07T03:05:33.736949+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF748CGJ/,x,,ENCFF748CGJ,ENCFF748CGJ,/experiments/ENCSR491EBY/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2341042825,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS352MRW/,/biosamples/ENCBS185MQS/",ARID2,/files/ENCFF748CGJ/@@download/ENCFF748CGJ.bigWig,"/files/ENCFF822ODT/,/files/ENCFF936FZX/,/files/ENCFF049RYY/,/files/ENCFF663FBP/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/a33390fe-d39c-474d-bb6d-5f602c8fed18/,2020-12-04T11:30:40.480848+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF415DOV/,x,,ENCFF415DOV,ENCFF415DOV,/experiments/ENCSR000EFY/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,590389513,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS039ENC/,ARID3A,/files/ENCFF415DOV/@@download/ENCFF415DOV.bigWig,"/files/ENCFF663PBO/,/files/ENCFF396DTD/,/files/ENCFF698ALO/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/ecc925c0-a0bf-4bc7-84c4-57e98aac4db1/,2020-12-25T23:09:27.912378+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF194PVJ/,x,,ENCFF194PVJ,ENCFF194PVJ,/experiments/ENCSR613NUC/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2583562493,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS839CNN/,/biosamples/ENCBS603CUX/",ARNT,/files/ENCFF194PVJ/@@download/ENCFF194PVJ.bigWig,"/files/ENCFF057ZEW/,/files/ENCFF822ODT/,/files/ENCFF037WIZ/,/files/ENCFF243EQI/,/files/ENCFF970CZZ/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/b2798b1d-2a63-4d5b-9b38-51ebd4bc8e4a/,2020-12-07T12:32:27.785240+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF466GVY/,x,,ENCFF466GVY,ENCFF466GVY,/experiments/ENCSR155KHM/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2535413092,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS465MWC/,/biosamples/ENCBS783WYV/",ARNT,/files/ENCFF466GVY/@@download/ENCFF466GVY.bigWig,"/files/ENCFF286YRE/,/files/ENCFF800LNZ/,/files/ENCFF970CZZ/,/files/ENCFF037WIZ/,/files/ENCFF822ODT/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/be060dd4-58a5-4faf-94a1-265b08cb3a2e/,2021-02-11T05:24:29.493850+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF300RKC/,x,,ENCFF300RKC,ENCFF300RKC,/experiments/ENCSR669NFS/,GRCh38,"3_1,4_1","3,4",bigWig,bigWig,,1964231580,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS520IYS/,/biosamples/ENCBS953HJY/",ARNT,/files/ENCFF300RKC/@@download/ENCFF300RKC.bigWig,"/files/ENCFF966JXF/,/files/ENCFF936FZX/,/files/ENCFF822ODT/,/files/ENCFF272TFI/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/1ed0f249-d0d9-4b7e-b529-fc2f6ad87074/,2020-12-04T03:46:10.411590+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF838IQI/,x,,ENCFF838IQI,ENCFF838IQI,/experiments/ENCSR115BBC/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,4037571057,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS697XFI/,/biosamples/ENCBS831ATS/",ASH1L,/files/ENCFF838IQI/@@download/ENCFF838IQI.bigWig,"/files/ENCFF037WIZ/,/files/ENCFF822ODT/,/files/ENCFF333NHG/,/files/ENCFF970CZZ/,/files/ENCFF936FZX/,/files/ENCFF888VPU/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/4c380a1c-ac9e-44d4-a124-79fbddc6ba14/,2020-12-09T02:17:42.883719+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF271JYU/,x,,ENCFF271JYU,ENCFF271JYU,/experiments/ENCSR000DNZ/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,681761336,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS039ENC/,ATF1,/files/ENCFF271JYU/@@download/ENCFF271JYU.bigWig,"/files/ENCFF146ENO/,/files/ENCFF863LHM/,/files/ENCFF039CRW/,/files/ENCFF464SJL/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/75859ec5-f6f0-40b6-a937-5e2956da67ec/,2020-12-26T04:03:13.595608+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF425JAF/,x,,ENCFF425JAF,ENCFF425JAF,/experiments/ENCSR869IUD/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2204446480,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS850QNJ/,/biosamples/ENCBS697XFI/",ATF2,/files/ENCFF425JAF/@@download/ENCFF425JAF.bigWig,"/files/ENCFF003WWR/,/files/ENCFF905GIF/,/files/ENCFF936FZX/,/files/ENCFF037WIZ/,/files/ENCFF970CZZ/,/files/ENCFF822ODT/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/141aafb1-7436-49ce-8ad9-42da58704d4b/,2021-03-19T23:38:43.222098+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF235PHN/,x,,ENCFF235PHN,ENCFF235PHN,/experiments/ENCSR000BNU/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,704623769,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS109ENC/,ATF3,/files/ENCFF235PHN/@@download/ENCFF235PHN.bigWig,"/files/ENCFF407HII/,/files/ENCFF192OYM/,/files/ENCFF993ZYO/,/files/ENCFF197BGH/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/88f9ab0e-f2e3-4da8-8b10-7ab8a3767478/,2020-12-26T20:04:53.147513+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF840BJJ/,x,,ENCFF840BJJ,ENCFF840BJJ,/experiments/ENCSR000DOG/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,341279301,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS039ENC/,ATF3,/files/ENCFF840BJJ/@@download/ENCFF840BJJ.bigWig,"/files/ENCFF751FSM/,/files/ENCFF146ENO/,/files/ENCFF039CRW/,/files/ENCFF520TBQ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/0491550b-9baa-4ed2-a0bf-e994944ab935/,2020-12-26T14:16:19.881715+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF042VZA/,x,,ENCFF042VZA,ENCFF042VZA,/experiments/ENCSR028UIU/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,3992613354,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS734NZL/,/biosamples/ENCBS320BUL/",ATF3,/files/ENCFF042VZA/@@download/ENCFF042VZA.bigWig,"/files/ENCFF735JLB/,/files/ENCFF554APQ/,/files/ENCFF936FZX/,/files/ENCFF316FLH/,/files/ENCFF822ODT/,/files/ENCFF593CDF/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/f8f57712-b263-49f5-acd3-f80a5fdc8d08/,2020-12-09T10:50:09.741292+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF891VJC/,x,,ENCFF891VJC,ENCFF891VJC,/experiments/ENCSR145TSJ/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2367162056,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS697XFI/,/biosamples/ENCBS288EEL/",ATF4,/files/ENCFF891VJC/@@download/ENCFF891VJC.bigWig,"/files/ENCFF822ODT/,/files/ENCFF451VHC/,/files/ENCFF037WIZ/,/files/ENCFF970CZZ/,/files/ENCFF735CTD/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/afbd24d0-d322-4a2b-8418-69db86a2558a/,2021-03-20T00:33:11.438450+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF882NZV/,x,,ENCFF882NZV,ENCFF882NZV,/experiments/ENCSR972ZBV/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2566604412,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS543YEP/,/biosamples/ENCBS293ZDP/",ATF7,/files/ENCFF882NZV/@@download/ENCFF882NZV.bigWig,"/files/ENCFF970CZZ/,/files/ENCFF037WIZ/,/files/ENCFF936FZX/,/files/ENCFF258PGD/,/files/ENCFF707VGY/,/files/ENCFF822ODT/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/d00bd7f6-26c3-42a2-a179-695ea0660f5c/,2021-03-19T23:27:16.584753+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF886PIZ/,x,,ENCFF886PIZ,ENCFF886PIZ,/experiments/ENCSR000EGD/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,682890133,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS039ENC/,BACH1,/files/ENCFF886PIZ/@@download/ENCFF886PIZ.bigWig,"/files/ENCFF396DTD/,/files/ENCFF064OSK/,/files/ENCFF741NOZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/6aa2028f-aeb2-484e-b9c1-c1d4cb5b34ed/,2020-12-25T23:00:32.023748+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF132TYI/,x,,ENCFF132TYI,ENCFF132TYI,/experiments/ENCSR000BKH/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,529866212,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS109ENC/,BCLAF1,/files/ENCFF132TYI/@@download/ENCFF132TYI.bigWig,"/files/ENCFF197BGH/,/files/ENCFF993ZYO/,/files/ENCFF563VQR/,/files/ENCFF540QGI/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/1e5c5737-6972-4b41-9ead-5fa14e054e0a/,2020-12-27T11:32:35.973892+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF755PFK/,x,,ENCFF755PFK,ENCFF755PFK,/experiments/ENCSR792IYC/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2048493007,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS387VPF/,/biosamples/ENCBS352MRW/",BCLAF1,/files/ENCFF755PFK/@@download/ENCFF755PFK.bigWig,"/files/ENCFF441DEY/,/files/ENCFF936FZX/,/files/ENCFF822ODT/,/files/ENCFF812GRW/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/79835ed9-efc3-4d03-b8b2-6be7bdca51aa/,2020-12-02T05:18:09.491326+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF645TMQ/,x,,ENCFF645TMQ,ENCFF645TMQ,/experiments/ENCSR492LTS/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,1993078116,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS664NTU/,/biosamples/ENCBS357NWO/",BCLAF1,/files/ENCFF645TMQ/@@download/ENCFF645TMQ.bigWig,"/files/ENCFF725BZC/,/files/ENCFF770IRN/,/files/ENCFF822ODT/,/files/ENCFF936FZX/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/0cbad839-d5c3-4da6-af85-0aa97a73997b/,2020-12-04T05:21:26.742293+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF957TCK/,x,,ENCFF957TCK,ENCFF957TCK,/experiments/ENCSR808AKZ/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2178095698,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS406RFF/,/biosamples/ENCBS465MWC/",BCOR,/files/ENCFF957TCK/@@download/ENCFF957TCK.bigWig,"/files/ENCFF822ODT/,/files/ENCFF936FZX/,/files/ENCFF965TPR/,/files/ENCFF154FVW/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/dea70d30-0bf0-4d5b-94f0-00cb819e771c/,2020-12-03T19:29:18.708631+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF121YFD/,x,,ENCFF121YFD,ENCFF121YFD,/experiments/ENCSR000DOK/,GRCh38,"1_1,2_1,3_1","1,2,3",bigWig,bigWig,,396376542,ChIP-seq,K562,"bodily fluid,blood",,/biosamples/ENCBS039ENC/,BDP1,/files/ENCFF121YFD/@@download/ENCFF121YFD.bigWig,"/files/ENCFF146ENO/,/files/ENCFF938MMD/,/files/ENCFF039NAG/,/files/ENCFF264LHV/,/files/ENCFF039CRW/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/54338ae4-5cc4-4bc7-9881-7c2414c7ac05/,2020-12-11T00:16:26.228865+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF057JQO/,x,,ENCFF057JQO,ENCFF057JQO,/experiments/ENCSR000EGV/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,861869087,ChIP-seq,K562,"blood,bodily fluid",,/biosamples/ENCBS039ENC/,BHLHE40,/files/ENCFF057JQO/@@download/ENCFF057JQO.bigWig,"/files/ENCFF985AQS/,/files/ENCFF396DTD/,/files/ENCFF757XHW/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/f584db1a-c58c-4b6b-8b35-ff8af044a588/,2020-12-10T21:56:11.188685+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF138XSR/,x,,ENCFF138XSR,ENCFF138XSR,/experiments/ENCSR782WRO/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,1163625277,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS489ZOH/,/biosamples/ENCBS118YJZ/",BMI1,/files/ENCFF138XSR/@@download/ENCFF138XSR.bigWig,"/files/ENCFF129OSS/,/files/ENCFF079WXJ/,/files/ENCFF005NXS/,/files/ENCFF253OGH/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/8d56f63c-3876-4a4f-b336-e448d65e5687/,2020-12-03T05:21:22.489740+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF493XJG/,x,,ENCFF493XJG,ENCFF493XJG,/experiments/ENCSR223MLH/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,2329249295,ChIP-seq,K562,"blood,bodily fluid",,"/biosamples/ENCBS596DHR/,/biosamples/ENCBS948ZNZ/",BRCA1,/files/ENCFF493XJG/@@download/ENCFF493XJG.bigWig,"/files/ENCFF488YOW/,/files/ENCFF305RZF/,/files/ENCFF554APQ/,/files/ENCFF735JLB/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/7a4adc89-496a-423e-acd8-7e4979a653cb/,2020-12-30T04:49:20.105550+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
/files/ENCFF251SRH/,x,,ENCFF251SRH,ENCFF251SRH,/experiments/ENCSR583ACG/,GRCh38,"1_1,2_1","1,2",bigWig,bigWig,,1208809101,ChIP-seq,K562,"bodily fluid,blood",,"/biosamples/ENCBS658RMI/,/biosamples/ENCBS984VNR/",BRD4,/files/ENCFF251SRH/@@download/ENCFF251SRH.bigWig,"/files/ENCFF226FKB/,/files/ENCFF420ARY/,/files/ENCFF805ZMF/,/files/ENCFF187HIQ/,/files/ENCFF666YXZ/",,,,,,,,,,,,,signal,fold change over control,,,ENCODE Processing Pipeline,ENCODE,/analysis-step-runs/33980116-68de-44e0-a00d-9746eb1d795e/,2020-12-03T16:40:56.322428+00:00,/analysis-step-versions/tf-chip-pooled-signal-generation-step-v-1-0/,,,released,,,,,,,,,,
